"airport","airportName","chart","status","codedId","faaExcluded","entries","incompleteEntries","unofferedTransitions","entryWarnings","plateUrl"
"KOAK","OAKLAND SAN FRANCISCO BAY","VOR RWY 10R","matched","KOAK:S10R","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00294V10R.PDF"
"KOAR","MARINA MUNI","RNAV (GPS) RWY 11","matched","KOAR:R11","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05271R11.PDF"
"KOAR","MARINA MUNI","RNAV (GPS) RWY 29","matched","KOAR:R29","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05271R29.PDF"
"KOKB","BOB MAXWELL MEML AIRFIELD","RNAV (GPS) RWY 07","matched","KOKB:R07","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/05666R7.PDF"
"KOKB","BOB MAXWELL MEML AIRFIELD","RNAV (GPS) RWY 25","matched","KOKB:R25","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05666R25.PDF"
"KOKB","BOB MAXWELL MEML AIRFIELD","VOR-A","no-exact-coded-match","KOKB:VOR-A","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/05666VA.PDF"
"KONT","ONTARIO INTL","ILS OR LOC RWY 08L","matched","KONT:I08L","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965IL8L.PDF"
"KONT","ONTARIO INTL","ILS OR LOC RWY 26L","matched","KONT:I26L","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965IL26L.PDF"
"KONT","ONTARIO INTL","ILS OR LOC RWY 26R","matched","KONT:I26R","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965IL26R.PDF"
"KONT","ONTARIO INTL","ILS RWY 26L (CAT II - III)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00965I26LC2_3.PDF"
"KONT","ONTARIO INTL","ILS RWY 26R (CAT II - III)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00965I26RC2_3.PDF"
"KONT","ONTARIO INTL","RNAV (RNP) Z RWY 08L","matched","KONT:H08LZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RRZ8L.PDF"
"KONT","ONTARIO INTL","RNAV (RNP) Z RWY 08R","matched","KONT:H08RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RRZ8R.PDF"
"KONT","ONTARIO INTL","RNAV (RNP) Z RWY 26L","matched","KONT:H26LZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RRZ26L.PDF"
"KONT","ONTARIO INTL","RNAV (RNP) Z RWY 26R","matched","KONT:H26RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RRZ26R.PDF"
"KONT","ONTARIO INTL","RNAV (GPS) Y RWY 08L","matched","KONT:R08LY","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RY8L.PDF"
"KONT","ONTARIO INTL","RNAV (GPS) Y RWY 08R","matched","KONT:R08RY","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RY8R.PDF"
"KONT","ONTARIO INTL","RNAV (GPS) Y RWY 26L","matched","KONT:R26LY","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RY26L.PDF"
"KONT","ONTARIO INTL","RNAV (GPS) Y RWY 26R","matched","KONT:R26RY","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00965RY26R.PDF"
"KOVE","OROVILLE MUNI","RNAV (GPS) RWY 02","matched","KOVE:R02","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05938R2.PDF"
"KOVE","OROVILLE MUNI","VOR-A","matched","KOVE:VOR-A","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05938VA.PDF"
"KOXR","OXNARD","ILS OR LOC RWY 25","matched","KOXR:I25","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00674IL25.PDF"
"KOXR","OXNARD","RNAV (GPS) RWY 07","matched","KOXR:R07","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00674R7.PDF"
"KOXR","OXNARD","RNAV (GPS) RWY 25","matched","KOXR:R25","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00674R25.PDF"
"KOXR","OXNARD","VOR RWY 25","matched","KOXR:S25","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00674V25.PDF"
"KPAO","PALO ALTO","RNAV (GPS) RWY 31","matched","KPAO:R31","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/09216R31.PDF"
"KPMD","PALMDALE USAF PLANT 42","HI-ILS Y OR LOC Y RWY 25","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00310HIYLY25.PDF"
"KPMD","PALMDALE USAF PLANT 42","ILS Z OR LOC Z RWY 25","matched","KPMD:I25-Z","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00310IZLZ25.PDF"
"KPMD","PALMDALE USAF PLANT 42","RNAV (GPS) RWY 07","matched","KPMD:R07","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00310R7.PDF"
"KPMD","PALMDALE USAF PLANT 42","RNAV (GPS) RWY 22","matched","KPMD:R22","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00310R22.PDF"
"KPMD","PALMDALE USAF PLANT 42","RNAV (GPS) RWY 25","matched","KPMD:R25","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00310R25.PDF"
"KPMD","PALMDALE USAF PLANT 42","VOR OR TACAN Z RWY 25","no-exact-coded-match","KPMD:S25-Z","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00310VTZ25.PDF"
"KPMD","PALMDALE USAF PLANT 42","HI-TACAN Y RWY 25","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00310HTY25.PDF"
"KPOC","BRACKETT FLD","ILS RWY 26L","matched","KPOC:I26L","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05218I26L.PDF"
"KPOC","BRACKETT FLD","RNAV (GPS) RWY 26L","matched","KPOC:R26L","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05218R26L.PDF"
"KPOC","BRACKETT FLD","LOC RWY 26L","matched","KPOC:L26L","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05218L26L.PDF"
"KPOC","BRACKETT FLD","VOR OR GPS-A","matched","KPOC:VOR-A","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/05218VGA.PDF"
"KPRB","PASO ROBLES MUNI","RNAV (GPS) RWY 19","matched","KPRB:R19","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00858R19.PDF"
"KPRB","PASO ROBLES MUNI","RNAV (GPS) RWY 31","matched","KPRB:R31","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00858R31.PDF"
"KPRB","PASO ROBLES MUNI","VOR RWY 19","matched","KPRB:S19","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00858V19.PDF"
"KPRB","PASO ROBLES MUNI","VOR-B","no-exact-coded-match","KPRB:VOR-B","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00858VB.PDF"
"KPSP","PALM SPRINGS INTL","RNAV (RNP) Y RWY 31L","matched","KPSP:H31LY","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00545RRY31L.PDF"
"KPSP","PALM SPRINGS INTL","RNAV (RNP) Z RWY 13R","matched","KPSP:H13RZ","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00545RRZ13R.PDF"
"KPSP","PALM SPRINGS INTL","RNAV (GPS) Z RWY 31L","matched","KPSP:R31LZ","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00545RZ31L.PDF"
"KPSP","PALM SPRINGS INTL","VOR-B","matched","KPSP:VOR-B","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00545VB.PDF"
"KPTV","PORTERVILLE MUNI","GPS RWY 12","matched","KPTV:P12","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00569G12.PDF"
"KPTV","PORTERVILLE MUNI","GPS RWY 30","matched","KPTV:P30","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00569G30.PDF"
"KPTV","PORTERVILLE MUNI","VOR-A","matched","KPTV:VOR-A","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00569VA.PDF"
"KPVF","PLACERVILLE","RNAV (GPS) RWY 05","matched","KPVF:R05","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/06599R5.PDF"
"KRAL","RIVERSIDE","ILS OR LOC RWY 09","matched","KRAL:I09","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00769IL9.PDF"
"KRAL","RIVERSIDE","RNAV (GPS) RWY 09","matched","KRAL:R09","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00769R9.PDF"
"KRAL","RIVERSIDE","RNAV (GPS) RWY 27","matched","KRAL:R27","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00769R27.PDF"
"KRAL","RIVERSIDE","VOR RWY 09","matched","KRAL:S09","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00769V9.PDF"
"KRAL","RIVERSIDE","VOR-A","no-exact-coded-match","KRAL:VOR-A","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00769VA.PDF"
"KRBL","RED BLUFF MUNI","RNAV (GPS) RWY 15","matched","KRBL:R15","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00344R15.PDF"
"KRBL","RED BLUFF MUNI","RNAV (GPS) RWY 33","matched","KRBL:R33","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00344R33.PDF"
"KRBL","RED BLUFF MUNI","VOR/DME RWY 15","matched","KRBL:D15","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00344VD15.PDF"
"KRBL","RED BLUFF MUNI","VOR RWY 33","matched","KRBL:S33","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00344V33.PDF"
"KRDD","REDDING RGNL","ILS OR LOC RWY 35","matched","KRDD:I35","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00688IL35.PDF"
"KRDD","REDDING RGNL","RNAV (GPS) RWY 17","matched","KRDD:R17","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00688R17.PDF"
"KRDD","REDDING RGNL","RNAV (GPS) RWY 35","matched","KRDD:R35","false","7","0","","","https://aeronav.faa.gov/d-tpp/2609/00688R35.PDF"
"KRDD","REDDING RGNL","LOC BC RWY 17","matched","KRDD:B17","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00688LBC17.PDF"
"KRDD","REDDING RGNL","VOR RWY 35","no-exact-coded-match","KRDD:S35","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00688V35.PDF"
"KREI","REDLANDS MUNI","RNAV (GPS)-A","matched","KREI:RNV-A","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/09083RA.PDF"
"KRHV","REID-HILLVIEW OF SANTA CLARA COUNTY","RNAV (GPS) RWY 13L","matched","KRHV:R13L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05591R13L.PDF"
"KRHV","REID-HILLVIEW OF SANTA CLARA COUNTY","RNAV (GPS) Y RWY 31R","matched","KRHV:R31RY","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05591RY31R.PDF"
"KRHV","REID-HILLVIEW OF SANTA CLARA COUNTY","RNAV (GPS) Z RWY 31R","matched","KRHV:R31RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05591RZ31R.PDF"
"KRIR","FLABOB","RNAV (GPS)-A","matched","KRIR:RNV-A","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/09974RA.PDF"
"KRIV","MARCH ARB","HI-ILS OR LOC Z RWY 32","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348HILZ32.PDF"
"KRIV","MARCH ARB","ILS OR LOC X RWY 32","no-exact-coded-match","KRIV:I32-X","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348ILX32.PDF"
"KRIV","MARCH ARB","ILS OR LOC Y RWY 32","no-exact-coded-match","KRIV:I32-Y","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348ILY32.PDF"
"KRIV","MARCH ARB","RNAV (GPS) RWY 14","no-exact-coded-match","KRIV:R14","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348R14.PDF"
"KRIV","MARCH ARB","RNAV (GPS) RWY 32","no-exact-coded-match","KRIV:R32","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348R32.PDF"
"KRIV","MARCH ARB","HI-VOR Z RWY 32","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348HVZ32.PDF"
"KRIV","MARCH ARB","VOR Y RWY 32","no-exact-coded-match","KRIV:S32-Y","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348VY32.PDF"
"KRIV","MARCH ARB","HI-TACAN Z RWY 32","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348HTZ32.PDF"
"KRIV","MARCH ARB","TACAN Y RWY 14","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348TY14.PDF"
"KRIV","MARCH ARB","TACAN Y RWY 32","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00348TY32.PDF"
"KRNM","RAMONA","RNAV (GPS) RWY 09","matched","KRNM:R09","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/06667R9.PDF"
"KRNM","RAMONA","RNAV (GPS)-B","matched","KRNM:RNV-B","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/06667RB.PDF"
"KRNM","RAMONA","VOR/DME-A","no-exact-coded-match","KRNM:VDM-A","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/06667VDA.PDF"
"KSAC","SACRAMENTO EXEC","ILS OR LOC RWY 02","matched","KSAC:I02","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00358IL2.PDF"
"KSAC","SACRAMENTO EXEC","RNAV (GPS) RWY 02","matched","KSAC:R02","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00358R2.PDF"
"KSAC","SACRAMENTO EXEC","VOR RWY 02","no-exact-coded-match","KSAC:S02","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00358V2.PDF"
"KSAN","SAN DIEGO INTL","ILS Y OR LOC Y RWY 09","matched","KSAN:I09-Y","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00373IYLY9.PDF"
"KSAN","SAN DIEGO INTL","ILS Z OR LOC Z RWY 09","matched","KSAN:I09-Z","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00373IZLZ9.PDF"
"KSAN","SAN DIEGO INTL","RNAV (RNP) Z RWY 27","matched","KSAN:H27-Z","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00373RRZ27.PDF"
"KSAN","SAN DIEGO INTL","RNAV (GPS) RWY 09","matched","KSAN:R09","false","1","0","","","https://aeronav.faa.gov/d-tpp/2609/00373R9.PDF"
"KSAN","SAN DIEGO INTL","RNAV (GPS) Y RWY 27","matched","KSAN:R27-Y","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00373RY27.PDF"
"KSAN","SAN DIEGO INTL","LOC RWY 27","matched","KSAN:L27","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00373L27.PDF"
"KSAN","SAN DIEGO INTL","SWEETWATER VISUAL RWY 27","visual-chart","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00373SWEETWATER_VIS27.PDF"
"KSBA","SANTA BARBARA MUNI","ILS OR LOC RWY 07","matched","KSBA:I07","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00378IL7.PDF"
"KSBA","SANTA BARBARA MUNI","RNAV (GPS) RWY 07","matched","KSBA:R07","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00378R7.PDF"
"KSBA","SANTA BARBARA MUNI","VOR RWY 25","no-exact-coded-match","KSBA:S25","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00378V25.PDF"
"KSBD","SAN BERNARDINO INTL","ILS OR LOC Z RWY 06","no-exact-coded-match","KSBD:I06-Z","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00547ILZ6.PDF"
"KSBD","SAN BERNARDINO INTL","RNAV (RNP) RWY 24","matched","KSBD:H24","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00547RR24.PDF"
"KSBD","SAN BERNARDINO INTL","RNAV (RNP) X RWY 06","matched","KSBD:H06-X","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00547RRX6.PDF"
"KSBD","SAN BERNARDINO INTL","RNAV (GPS) Y RWY 06","matched","KSBD:R06-Y","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00547RY6.PDF"
"KSBD","SAN BERNARDINO INTL","RNAV (GPS) Z RWY 06","matched","KSBD:R06-Z","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00547RZ6.PDF"
"KSBD","SAN BERNARDINO INTL","LOC Y RWY 06","matched","KSBD:L06-Y","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00547LY6.PDF"
"KSBP","SAN LUIS OBISPO COUNTY RGNL","ILS OR LOC RWY 11","matched","KSBP:I11","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00989IL11.PDF"
"KSBP","SAN LUIS OBISPO COUNTY RGNL","RNAV (GPS) RWY 11","matched","KSBP:R11","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00989R11.PDF"
"KSBP","SAN LUIS OBISPO COUNTY RGNL","RNAV (GPS) RWY 29","matched","KSBP:R29","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00989R29.PDF"
"KSBP","SAN LUIS OBISPO COUNTY RGNL","VOR OR TACAN-A","no-exact-coded-match","KSBP:VOR-A","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00989VTA.PDF"
"KSCK","STOCKTON METRO","ILS OR LOC RWY 29R","matched","KSCK:I29R","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00407IL29R.PDF"
"KSCK","STOCKTON METRO","ILS RWY 29R (SA CAT II)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00407I29RSAC2.PDF"
"KSCK","STOCKTON METRO","RNAV (GPS) RWY 11L","matched","KSCK:R11L","false","6","0","","","https://aeronav.faa.gov/d-tpp/2609/00407R11L.PDF"
"KSCK","STOCKTON METRO","RNAV (GPS) RWY 29R","matched","KSCK:R29R","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00407R29R.PDF"
"KSDM","BROWN FLD MUNI","RNAV (GPS) RWY 08L","matched","KSDM:R08L","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05814R8L.PDF"
"KSDM","BROWN FLD MUNI","VOR OR TACAN-A","matched","KSDM:VOR-A","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05814VTA.PDF"
"KSEE","GILLESPIE FLD","RNAV (GPS) RWY 09L","matched","KSEE:R09L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05402R9L.PDF"
"KSEE","GILLESPIE FLD","RNAV (GPS) RWY 17","matched","KSEE:R17","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05402R17.PDF"
"KSEE","GILLESPIE FLD","LOC-D","matched","KSEE:LOC-D","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05402LD.PDF"
"KSFO","SAN FRANCISCO INTL","ILS OR LOC RWY 19L","matched","KSFO:I19L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375IL19L.PDF"
"KSFO","SAN FRANCISCO INTL","ILS OR LOC RWY 28L","matched","KSFO:I28L","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00375IL28L.PDF"
"KSFO","SAN FRANCISCO INTL","ILS OR LOC RWY 28R","matched","KSFO:I28R","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00375IL28R.PDF"
"KSFO","SAN FRANCISCO INTL","ILS RWY 28R (SA CAT I)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375I28RSAC1.PDF"
"KSFO","SAN FRANCISCO INTL","ILS RWY 28R (CAT II - III)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375I28RC2_3.PDF"
"KSFO","SAN FRANCISCO INTL","ILS RWY 28L (SA CAT II)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375I28LSAC2.PDF"
"KSFO","SAN FRANCISCO INTL","GLS RWY 19L","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375GLS19L.PDF"
"KSFO","SAN FRANCISCO INTL","GLS RWY 19R","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375GLS19R.PDF"
"KSFO","SAN FRANCISCO INTL","GLS RWY 28L","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375GLS28L.PDF"
"KSFO","SAN FRANCISCO INTL","GLS RWY 28R","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375GLS28R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (RNP) Y RWY 28R","matched","KSFO:H28RY","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RRY28R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (RNP) Z RWY 10R","matched","KSFO:H10RZ","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RRZ10R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) RWY 10L","matched","KSFO:R10L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375R10L.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) RWY 19L","matched","KSFO:R19L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375R19L.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) RWY 28L","matched","KSFO:R28L","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00375R28L.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) U RWY 28R","no-exact-coded-match","KSFO:R28RU","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RU28R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) Y RWY 10R","matched","KSFO:R10RY","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RY10R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) Y RWY 19R","matched","KSFO:R19RY","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RY19R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) Z RWY 19R","matched","KSFO:R19RZ","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RZ19R.PDF"
"KSFO","SAN FRANCISCO INTL","RNAV (GPS) Z RWY 28R","matched","KSFO:R28RZ","false","5","0","","","https://aeronav.faa.gov/d-tpp/2609/00375RZ28R.PDF"
"KSFO","SAN FRANCISCO INTL","QUIET BRIDGE VISUAL RWY 28R","visual-chart","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375QUIETBRIDGE_VIS28R.PDF"
"KSFO","SAN FRANCISCO INTL","TIPP TOE VISUAL RWY 28L/R","visual-chart","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00375TIPPTOE_VIS28LR.PDF"
"KSIY","SISKIYOU COUNTY","NDB OR GPS-A","no-exact-coded-match","KSIY:NDB-A","true","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00882NGA.PDF"
"KSJC","MINETA SAN JOSE INTL","ILS OR LOC RWY 12R","matched","KSJC:I12R","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/00693IL12R.PDF"
"KSJC","MINETA SAN JOSE INTL","ILS OR LOC RWY 30L","matched","KSJC:I30L","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00693IL30L.PDF"
"KSJC","MINETA SAN JOSE INTL","ILS RWY 30L (SA CAT I - II)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00693I30LSAC1_2.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (RNP) Z RWY 12L","matched","KSJC:H12LZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RRZ12L.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (RNP) Z RWY 12R","matched","KSJC:H12RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RRZ12R.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (RNP) Z RWY 30L","matched","KSJC:H30LZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RRZ30L.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (RNP) Z RWY 30R","matched","KSJC:H30RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RRZ30R.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (GPS) Y RWY 12L","matched","KSJC:R12LY","false","1","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RY12L.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (GPS) Y RWY 12R","matched","KSJC:R12RY","false","1","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RY12R.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (GPS) Y RWY 30L","matched","KSJC:R30LY","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RY30L.PDF"
"KSJC","MINETA SAN JOSE INTL","RNAV (GPS) Y RWY 30R","matched","KSJC:R30RY","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/00693RY30R.PDF"
"KSJC","MINETA SAN JOSE INTL","FAIRGROUNDS VISUAL RWY 30L/R","visual-chart","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00693FAIRGROUNDS_VIS30LR.PDF"
"KSLI","LOS ALAMITOS AAF (JOINT FORCES TRAINING BASE JFTB)","RNAV (GPS) RWY 22L","no-exact-coded-match","KSLI:R22L","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00953R22L.PDF"
"KSLI","LOS ALAMITOS AAF (JOINT FORCES TRAINING BASE JFTB)","VOR OR TACAN RWY 22L","no-exact-coded-match","KSLI:S22L","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/00953VT22L.PDF"
"KSMF","SACRAMENTO INTL","ILS OR LOC RWY 17L","matched","KSMF:I17L","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05490IL17L.PDF"
"KSMF","SACRAMENTO INTL","ILS OR LOC RWY 17R","matched","KSMF:I17R","false","3","0","","","https://aeronav.faa.gov/d-tpp/2609/05490IL17R.PDF"
"KSMF","SACRAMENTO INTL","ILS OR LOC RWY 35L","matched","KSMF:I35L","false","2","0","","","https://aeronav.faa.gov/d-tpp/2609/05490IL35L.PDF"
"KSMF","SACRAMENTO INTL","ILS RWY 17R (SA CAT I)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/05490I17RSAC1.PDF"
"KSMF","SACRAMENTO INTL","ILS RWY 17R (CAT II - III)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/05490I17RC2_3.PDF"
"KSMF","SACRAMENTO INTL","ILS RWY 17L (SA CAT II)","unmatched-title","","false","0","0","","","https://aeronav.faa.gov/d-tpp/2609/05490I17LSAC2.PDF"
"KSMF","SACRAMENTO INTL","RNAV (RNP) Z RWY 17L","matched","KSMF:H17LZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05490RRZ17L.PDF"
"KSMF","SACRAMENTO INTL","RNAV (RNP) Z RWY 17R","matched","KSMF:H17RZ","false","4","0","","","https://aeronav.faa.gov/d-tpp/2609/05490RRZ17R.PDF"
